file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
en_test_0_common_voice_en_36016276.wav,female,請判斷說話者的性別。 (a) 女性 (b) 男性,(a) 女性,請根據說話者的性別回答下列問題：以下哪一個稱謂最適合用來稱呼與說話者同一性別的人？ (a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_106966.wav,female,這段音訊中說話者的性別是什麼？(a) 女性 (b) 男性,(a) 女性,請專注於說話者的性別。針對與說話者同性別的人士，下列哪一種稱謂最為正確？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_19935427.wav,female,請將說話者的聲音分類為下列哪一種性別類別？(a) 女性 (b) 男性,(a) 女性,對於與說話者性別相同的人，以下哪一個稱謂最為準確？(a) 姐妹 (b) 兄弟,(a) 姐妹
en_test_0_common_voice_en_19935040.wav,female,請判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,對於與說話者同性別的人，以下哪一稱呼最為準確？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_627541.wav,female,請根據提供的音頻錄音，辨認說話者的性別。(a) 女性 (b) 男性,(a) 女性,請注意說話者的性別。對於與說話者同一性別的人，下列哪一稱呼最為準確？(a) 姊妹 (b) 兄弟,(a) 姊妹
en_test_0_common_voice_en_17473365.wav,female,請仔細聆聽所提供的音檔，判斷說話者的性別。請根據你的判斷選擇最符合說話者性別的選項。（a）女性（b）男性,（a）女性,對於與說話者同性別的人，以下哪一種稱呼最為準確？（a）先生（b）女士,（b）女士
en_test_0_common_voice_en_39990821.wav,female,請判斷這段音訊中的說話者性別。請注意聲音特徵，以協助將說話者歸類為下列兩種選項之一。請從以下選項中選擇你的答案。 (a) 女性 (b) 男性,(a) 女性,以下哪一種稱呼最適合用於與這位說話者相同性別的人？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_38849850.wav,female,下列任務要求你判斷提供的音訊片段中說話者的性別。請分析說話者的聲音特徵，並選擇最符合你判斷的選項。（a）女性 （b）男性,（a）女性,以下哪一個選項最適合作為與說話者同性別的人，所使用的稱謂？（a）父親 （b）母親,（b）母親
en_test_0_common_voice_en_25619619.wav,female,你的任務是判斷所提供音訊片段中說話者的性別。請辨識說話者的性別，並選擇你認為最準確的選項。 (a) 女性  (b) 男性,(a) 女性,下列哪一個稱呼最適合用來稱呼與說話者同性別的人？ (a) 姊妹  (b) 兄弟,(a) 姊妹
en_test_0_common_voice_en_19696555.wav,female,在這個任務中，你將聆聽一段短音訊並辨認說話者的性別。請選擇最符合你判斷的選項。（a）女性 （b）男性,（a）女性,下列哪一個稱謂最適合用來稱呼與說話者同一性別的人？（a）先生 （b）女士,（b）女士
en_test_0_common_voice_en_17960994.wav,female,請判斷說話者的性別。 (a) 女性 (b) 男性,(a) 女性,下列哪一種稱謂適用於與說話者同性別的人？(a) 姐妹 (b) 兄弟,(a) 姐妹
en_test_0_common_voice_en_31671570.wav,female,這段音訊中說話者的性別是什麼？(a) 女性 (b) 男性,(a) 女性,對於與說話者同一性別的人來說，以下哪一個稱謂最為準確？(a) 父親 (b) 母親,(b) 母親
en_test_0_common_voice_en_19524811.wav,female,請將說話者的聲音歸類為下列哪一種性別類別？ (a) 女性 (b) 男性,(a) 女性,請根據說話者的性別回答下列問題：以下哪一種稱謂最適合用來稱呼與說話者同性別的人？ (a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_31693756.wav,female,請判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,下列哪一種稱謂適合用來稱呼與說話者同性別的人？(a) Brother (b) Sister,(b) Sister
en_test_0_common_voice_en_18979306.wav,female,根據提供的音頻錄音，辨識說話者的性別。(a) 女性 (b) 男性,(a) 女性,考慮到說話者的性別，以下哪一個稱謂最符合音頻中與說話者同性別的人們通常被稱呼的方式？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_19735675.wav,female,請仔細聆聽所提供的音訊片段，並判斷該說話者的性別。請根據你的判斷選擇最能代表說話者性別的選項。(a) 女性 (b) 男性,(a) 女性,下列哪一個稱謂最適合用來稱呼與該說話者同一性別的人？(a) 叔叔 (b) 阿姨,(b) 阿姨
en_test_0_common_voice_en_21730660.wav,female,請判斷此音訊錄音中說話者的性別。請注意聲音特徵，以協助將說話者歸類為下列兩種選項之一。請從以下選項中選擇你的答案。(a) 女性 (b) 男性,(a) 女性,請專注於說話者的性別。對於與說話者相同性別的人，以下哪一種稱謂最為準確？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_17840464.wav,female,以下任務要求你判斷所提供音訊片段中說話者的性別。請分析說話者的聲音特徵，並選出你認為最符合的選項。（a）女性 （b）男性,（a）女性,請根據說話者的性別回答以下問題：下列哪一個稱謂最適合用來稱呼與說話者同性別的人？（a）叔叔 （b）阿姨,（b）阿姨
en_test_0_common_voice_en_35437451.wav,female,您的任務是判斷所提供音訊片段中說話者的性別。請辨識說話者的性別，並選擇您認為最準確的選項。(a) 女性 (b) 男性,(a) 女性,請聚焦於說話者的性別來回答下列問題：在下列稱謂或指稱中，哪一個最適合用來稱呼與該說話者同一性別的人？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_39747514.wav,female,在這個任務中，你將會聆聽一段短音頻，並辨識說話者的性別。請選擇最符合你看法的選項。 (a) 女性 (b) 男性,(a) 女性,以下哪一個稱呼最適合用來指稱與說話者同性別的人？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_19984720.wav,female,請判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,下列哪一個稱謂最適合用來稱呼與說話者同性別的人？(a) 女士 (Ms.) (b) 先生 (Mr.),(a) 女士 (Ms.)
en_test_0_common_voice_en_39022785.wav,female,這段音頻中說話者的性別是什麼？(a) 女性 (b) 男性,(a) 女性,對於與說話者相同性別的個體，哪一個稱謂最為準確？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_19937271.wav,female,請將說話者的聲音歸類到以下的性別類別之一。（a）女性（b）男性,（a）女性,請根據說話者的性別作答：以下哪一稱謂或稱呼最適合用於與說話者同性別的人？（a）母親（b）父親,（a）母親
en_test_0_common_voice_en_17426004.wav,female,請判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,下列哪一個稱謂最適合用來稱呼與說話者同一性別的人？(a) 父親 (b) 母親,(b) 母親
en_test_0_common_voice_en_20586173.wav,female,從所提供的音訊錄音中，辨識說話者的性別。(a) 女性 (b) 男性,(a) 女性,考慮到說話者的性別，下列哪一個稱謂最符合在音訊中與說話者同性別的人通常被稱呼的方式？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_31770143.wav,female,請仔細聆聽所提供的音訊片段，並辨識說話者的性別。請根據你的判斷選出最能代表說話者性別的選項。(a) 女性 (b) 男性,(a) 女性,請專注於說話者的性別。對於與說話者同性別的人，以下哪一稱謂最為準確？(a) 叔叔 (b) 阿姨,(b) 阿姨
en_test_0_common_voice_en_18707945.wav,female,請判斷此音訊錄音中說話者的性別。請注意說話者的聲音特徵，以協助將其分類為以下兩種選項之一。請從以下選項中選擇你的答案。(a) 女性 (b) 男性,(a) 女性,下列哪一種稱謂適用於與說話者同性別的人？(a) 姐妹 (b) 兄弟,(a) 姐妹
en_test_0_common_voice_en_37585170.wav,female,以下任務要求你判斷提供的音訊片段中說話者的性別。請分析說話者的聲音特徵，並選擇與你判斷相符的選項。（a）女性 （b）男性,（a）女性,下列哪一種稱謂適合用來稱呼與說話者同性別的人？（a）先生 （b）女士,（b）女士
en_test_0_common_voice_en_19937101.wav,female,你的任務是判斷所提供音訊片段中說話者的性別。請識別說話者的性別，並選擇你認為最準確的選項。(a) 女性 (b) 男性,(a) 女性,以下哪一個稱謂最適合用來稱呼與這位說話者同性別的人？(a) 阿姨 (b) 叔叔,(a) 阿姨
en_test_0_common_voice_en_31769647.wav,female,在這項任務中，您將聆聽一段簡短的音訊，並判斷說話者的性別。請選擇最符合您判斷的選項。(a) 女性 (b) 男性,(a) 女性,以下哪一個稱謂最適合用來稱呼和這位說話者性別相同的人？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_19854772.wav,female,請判斷說話者的性別是什麼？（a）女性 （b）男性,（a）女性,根據說話者的性別，請回答下列問題：以下哪一個稱呼最適合用來稱呼與說話者性別相同的人？（a）女士（Ms.） （b）先生（Mr.）,（a）女士（Ms.）
en_test_0_common_voice_en_17396116.wav,female,這段音訊中講話者的性別是什麼？（a）女性 （b）男性,（a）女性,以下哪一個稱呼最適合用來對與這位講話者同性別的人？（a）先生 （b）女士,（b）女士
en_test_0_common_voice_en_17902082.wav,female,請將說話者的聲音歸類為以下性別類別之一。(a) 女性 (b) 男性,(a) 女性,請著重於說話者的性別。對於與說話者相同性別的人，哪一個稱謂最為準確？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_17350425.wav,female,判斷說話者的性別。 (a) 女性 (b) 男性,(a) 女性,請根據說話者的性別回答下列問題：以下哪一個稱謂或稱呼最適合用於與說話者同一性別的人？ (a) Brother（兄弟） (b) Sister（姐妹）,(b) Sister（姐妹）
en_test_0_common_voice_en_31684476.wav,female,請根據提供的錄音檔判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,下列哪個稱謂最適合用於和說話者同性別的人？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_39750688.wav,female,請仔細聆聽所提供的音訊片段，並判斷說話者的性別。根據您的判斷，選擇最能代表說話者性別的選項。(a) 女性 (b) 男性,(a) 女性,考慮到音訊中說話者的性別，下列哪一個稱謂最符合與說話者同性別者通常被稱呼的方式？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_35400503.wav,female,請判斷此音訊錄音中說話者的性別。請注意能幫助你判斷其性別的聲音特徵，並從以下選項中選擇一個。 (a) 女性 (b) 男性,(a) 女性,下列哪一種稱謂最適合用來稱呼與此說話者為同一性別的人？(a) 母親 (b) 父親,(a) 母親
en_test_0_common_voice_en_21481329.wav,female,以下任務要求你根據所提供的音訊片段判斷說話者的性別。請分析說話者的聲音特徵，並選擇你認為正確的選項。（a）女性 （b）男性,（a）女性,請根據說話者的性別，判斷對於同一性別的人，應該使用下列哪一種稱謂才最為準確？（a）先生 （b）女士,（b）女士
en_test_0_common_voice_en_37344367.wav,female,你的任務是判斷所提供音訊片段中說話者的性別。請辨識說話者的性別，並選擇你認為最準確的選項。（a）女性  （b）男性,（a）女性,下列哪個標籤最適合用於與說話者同一性別的人？（a）阿姨 （b）叔叔,（a）阿姨
en_test_0_common_voice_en_31534152.wav,female,在此任務中，您將聆聽一段簡短的音訊，並辨識說話者的性別。請選出最符合您看法的選項。 (a) 女性 (b) 男性,(a) 女性,下列哪一個稱呼適用於與說話者同性別的人？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_17895168.wav,female,請判斷說話者的性別是？（a）女性 （b）男性,（a）女性,對於與說話者同性別的人，哪個稱呼最合適？（a）姊妹 （b）兄弟,（a）姊妹
en_test_0_common_voice_en_37318569.wav,female,這段音頻中說話者的性別是什麼？(a) 女性 (b) 男性,(a) 女性,對於與說話者同性別的人，下列哪個稱謂最合適？(a) 叔叔 (b) 阿姨,(b) 阿姨
en_test_0_common_voice_en_498245.wav,female,請將說話者的聲音歸類為以下哪一種性別類別？(a) 女性 (b) 男性,(a) 女性,對於與說話者同性別的人，以下哪一個稱呼最合適？(a) 姊妹 (b) 兄弟,(a) 姊妹
en_test_0_common_voice_en_31734340.wav,female,請判斷說話者的性別。（a）女性 （b）男性,（a）女性,下列哪一稱謂適合用來稱呼與說話者同性別的人？（a）父親 （b）母親,（b）母親
en_test_0_common_voice_en_37976915.wav,female,根據提供的錄音，請辨認說話者的性別。(a) 女性 (b) 男性,(a) 女性,以下哪一個選項最適合用來稱呼與說話者性別相同的人？(a) Ms. (b) Mr.,(a) Ms.
en_test_0_common_voice_en_19412457.wav,female,請仔細聆聽所提供的音訊片段，並判斷說話者的性別。請根據你的感受，選擇最能代表說話者性別的選項。(a) 女性 (b) 男性,(a) 女性,請專注於說話者的性別。對於與說話者同性別的人，以下哪一個稱謂最準確？(a) 先生 (b) 小姐,(b) 小姐
en_test_0_common_voice_en_18211602.wav,female,請判斷這段音訊記錄中講話者的性別，注意能幫助你判斷講話者所屬性別的聲音特徵。請從以下選項中選擇你的答案。 (a) 女性 (b) 男性,(a) 女性,請根據講話者的性別來回答這個問題：以下哪一個稱呼最適合用於與講話者同性別的人？(a) 姊妹 (b) 兄弟,(a) 姊妹
en_test_0_common_voice_en_17935705.wav,female,以下任務要求你判斷所提供音訊片段中說話者的性別。請分析說話者的聲音特徵，並選擇符合你判斷的選項。 (a) 女性 (b) 男性,(a) 女性,下列哪一個稱謂適合用於與說話者同性別的人？ (a) 父親 (b) 母親,(b) 母親
en_test_0_common_voice_en_21367754.wav,female,你的任務是判斷提供之音訊片段中說話者的性別。請辨識說話者的性別，並選擇你認為最正確的選項。 (a) 女性 (b) 男性,(a) 女性,請著重於說話者的性別。以下哪一稱謂最適合用來稱呼與說話者同性別的人？(a) 阿姨 (b) 叔叔,(a) 阿姨
en_test_0_common_voice_en_19596930.wav,female,在這項任務中，您將會聽到一段簡短的音訊片段，請判斷說話者的性別。請選擇最符合您判斷的選項。(a) 女性 (b) 男性,(a) 女性,在以下選項中，哪一個稱謂最適合用來稱呼與說話者性別相同的人？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_19941683.wav,female,請判斷說話者的性別。（a）女性 （b）男性,（a）女性,根據說話者的性別，回答下列問題：以下哪一個稱呼最適合用於與說話者同性別的人？（a）女士 （b）先生,（a）女士
en_test_0_common_voice_en_19708695.wav,female,這段音訊中的說話者性別是什麼？(a) 女性 (b) 男性,(a) 女性,考慮到說話者的性別，下列哪一個稱謂最符合現實生活中對與音訊說話者同性的人的一般稱呼方式？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_17912300.wav,female,請將說話者的聲音歸類為以下哪一種性別類別？(a) 女性 (b) 男性,(a) 女性,考慮到說話者的性別，以下哪一個稱謂最符合音檔中與說話者同性別的人通常會被稱呼的方式？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_17391184.wav,female,請判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,對於與說話者同性別的人，以下哪一個稱呼最為準確？(a) 兄弟 (b) 姊妹,(b) 姊妹
en_test_0_common_voice_en_39734854.wav,female,根據所提供的音訊錄音，辨識出說話者的性別。 (a) 女性 (b) 男性,(a) 女性,考慮到說話者的性別，下列哪個稱呼最符合通常對與音訊中同性別人士的稱呼方式？ (a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_31770144.wav,female,請仔細聆聽所提供的音訊片段，並判斷說話者的性別。請選出最符合您對說話者性別認知的選項。(a) 女性 (b) 男性,(a) 女性,哪一個稱謂最適合用來稱呼與說話者性別相同的人？(a) 父親 (b) 母親,(b) 母親
en_test_0_common_voice_en_17266327.wav,female,請判斷這段音訊錄音中說話者的性別。請注意說話者的聲音特徵，以協助將說話者歸類為以下兩種選項之一。請從以下選項中選擇你的答案。(a) 女性 (b) 男性,(a) 女性,以下哪個稱謂適用於與說話者同性別的人？(a) 姐妹 (b) 兄弟,(a) 姐妹
en_test_0_common_voice_en_31822774.wav,female,"以下任務要求你根據提供的音訊片段，判斷說話者的性別。請分析說話者的聲音特徵，並選擇你認為正確的選項。
(a) 女性  (b) 男性",(a) 女性,"以下哪一個稱呼最適合用來稱呼與此說話者同性別的人？
(a) 先生  (b) 女士",(b) 女士
en_test_0_common_voice_en_37429748.wav,female,你的任務是判斷所提供音訊片段中講話者的性別。請辨識講話者的性別，並選擇你認為最準確的選項。(a) 女性 (b) 男性,(a) 女性,下列哪一個標籤最適合與講話者同一性別的人？(a) 母親 (b) 父親,(a) 母親
en_test_0_common_voice_en_31667123.wav,female,在這個任務中，你將會聽到一段簡短的音訊，並辨識說話者的性別。請選擇最符合你判斷的選項。(a) 女性 (b) 男性,(a) 女性,以下哪一個稱謂最適合用來稱呼和這位說話者性別相同的人？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_17859625.wav,female,請判斷說話者的性別。 (a) 女性 (b) 男性,(a) 女性,考慮到說話者的性別，下列哪一個稱謂最符合通常對與音頻中說話者同性別的人稱呼的方式？(a) 姐妹 (b) 兄弟,(a) 姐妹
en_test_0_common_voice_en_22338655.wav,female,這段音頻中說話者的性別是什麼？(a) 女性 (b) 男性,(a) 女性,對於與說話者同性別的個體，下列哪個稱謂最為準確？(a) 叔叔 (b) 阿姨,(b) 阿姨
en_test_0_common_voice_en_25722369.wav,female,請將說話者的聲音歸類為以下哪一種性別類別？（a）女性 （b）男性,（a）女性,以下哪一種稱謂最適合用來稱呼和這位說話者相同性別的人士？（a）阿姨 （b）叔叔,（a）阿姨
en_test_0_common_voice_en_18309496.wav,female,請判別說話者的性別。(a) 女性 (b) 男性,(a) 女性,下列哪一個稱呼最適合用來稱呼與說話者相同性別的人？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_19706318.wav,female,"請根據提供的音頻錄音，辨識說話者的性別。
(a) 女性 (b) 男性",(a) 女性,"以下哪一種稱謂最適合用來稱呼與這位說話者性別相同的人？
(a) 女士 (Ms.) (b) 先生 (Mr.)",(a) 女士 (Ms.)
en_test_0_common_voice_en_21372560.wav,female,請仔細聆聽提供的音訊片段，並判斷說話者的性別。請根據你的判斷選擇最能代表說話者性別的選項。 (a) 女性 (b) 男性,(a) 女性,請根據說話者的性別，回答下列問題：以下哪一個稱呼或稱謂最適合用於和說話者同性別的人？ (a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_31638031.wav,female,請判斷此音檔中說話者的性別。請注意聲音的特徵，以協助將說話者歸類為以下兩種選項之一。請從以下選項中選擇你的答案。(a) 女性 (b) 男性,(a) 女性,下列哪一個稱謂最適合用於稱呼與說話者同性別的人？(a) 阿姨 (b) 叔叔,(a) 阿姨
en_test_0_common_voice_en_39663913.wav,female,下列任務要求你判斷提供音訊片段中說話者的性別。請分析說話者的聲音特徵，並選擇與你的判斷相符的選項。（a）女性 （b）男性,（a）女性,以下哪一個稱呼最適合用來稱呼和說話者性別相同的人？（a）叔叔 （b）阿姨,（b）阿姨
en_test_0_common_voice_en_25884084.wav,female,你的任務是判斷所提供音訊片段中說話者的性別。請辨認說話者的性別，並選擇你認為最正確的選項。(a) 女性 (b) 男性,(a) 女性,請專注於說話者的性別。對於與說話者性別相同的人，以下哪一種稱謂最為準確？(a) 阿姨 (b) 叔叔,(a) 阿姨
en_test_0_common_voice_en_20688736.wav,female,在這個任務中，你將聆聽一段簡短的音訊片段並辨識說話者的性別。請選擇最符合你判斷的選項。(a) 女性 (b) 男性,(a) 女性,下列哪一個稱謂最適合用來稱呼與說話者同性別的人？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_35854111.wav,female,請判斷說話者的性別是什麼？（a）女性 （b）男性,（a）女性,以下哪一個稱謂最適合用來稱呼和這位說話者同性別的人？（a）母親 （b）父親,（a）母親
en_test_0_common_voice_en_39990785.wav,female,這段音訊中，說話者的性別是什麼？(a) 女性 (b) 男性,(a) 女性,下列哪一個稱呼比較適合與說話者同性別的人？(a) 父親 (b) 母親,(b) 母親
en_test_0_common_voice_en_38713736.wav,female,請將說話者的聲音歸類為以下哪一種性別類別？（a）女性（b）男性,（a）女性,請專注於說話者的性別。對於與說話者同性別的個體，以下哪個稱呼最為準確？（a）母親（b）父親,（a）母親
en_test_0_common_voice_en_17979998.wav,female,判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,請根據說話者的性別，回答下列問題：以下哪一個稱謂或稱呼最適合用於與說話者同性別的人？(a) Mr. (b) Ms.,(b) Ms.
en_test_0_common_voice_en_19951114.wav,female,根據提供的音訊錄音，辨識說話者的性別。 (a) 女性 (b) 男性,(a) 女性,對於與說話者同性別的人，哪一個標籤最合適？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_38243824.wav,female,請仔細聆聽所提供的音訊片段，並判斷說話者的性別。請根據你的判斷選擇最能代表說話者性別的選項。（a）女性 （b）男性,（a）女性,請專注於說話者的性別，並回答以下問題：以下哪一個稱謂或稱呼最適合用來稱呼與說話者同性別的人？（a）兄弟 （b）姐妹,（b）姐妹
en_test_0_common_voice_en_17391190.wav,female,請判斷此音訊錄音中說話者的性別。請注意有助於將說話者分類為以下其中一種性別的聲音特徵。請從以下選項選擇你的答案。(a) 女性 (b) 男性,(a) 女性,請專注於說話者的性別。對於與說話者同性別的人，下列哪一個稱呼最為正確？(a) 母親 (b) 父親,(a) 母親
en_test_0_common_voice_en_28872024.wav,female,以下任務需要你判斷所提供音訊片段中說話者的性別。請分析說話者的聲音特徵，並選擇你認為符合判斷的選項。（a）女性（b）男性,（a）女性,請專注於說話者的性別。對於與說話者同性別的人，以下哪一種稱謂最為準確？（a）Mr.（b）Ms.,（b）Ms.
en_test_0_common_voice_en_27654279.wav,female,您的任務是判斷所提供音訊片段中說話者的性別。請識別說話者的性別，並選擇您認為最準確的選項。(a) 女性 (b) 男性,(a) 女性,對於和說話者性別相同的人，以下哪個稱謂最合適？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_19485661.wav,female,在這個任務中，您將聆聽一段短音頻，並判斷說話者的性別。請選擇最符合您判斷的選項。(a) 女性 (b) 男性,(a) 女性,以下哪一個稱謂最適合用來稱呼與說話者同性別的人？(a) 先生 (b) 女士,(b) 女士
en_test_0_common_voice_en_38427570.wav,female,請判斷說話者的性別是什麼？(a) 女性 (b) 男性,(a) 女性,下列哪一種稱謂適用於與說話者同性別的人？(a) 母親 (b) 父親,(a) 母親
en_test_0_common_voice_en_19708700.wav,female,這段音訊中的說話者性別為何？（a）女性（b）男性,（a）女性,下列哪一個稱謂最適合用於與說話者相同性別的人？（a）先生（b）女士,（b）女士
en_test_0_common_voice_en_26523110.wav,female,請將說話者的聲音歸類為以下哪一種性別類別？(a) 女性 (b) 男性,(a) 女性,對於與說話者同性別的人，以下哪一種稱謂最為正確？ (a) 阿姨 (b) 叔叔,(a) 阿姨
en_test_0_common_voice_en_26790804.wav,female,請判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,考慮到說話者的性別，以下哪個稱謂最符合與錄音中說話者同性別的人通常會被稱呼的方式？(a) 父親 (b) 母親,(b) 母親
en_test_0_common_voice_en_37698584.wav,female,從所提供的音訊錄音中，辨識說話者的性別。（a）女性（b）男性,（a）女性,對於與說話者同性別的人，以下哪一個稱呼最為準確？（a）女士（b）先生,（a）女士
en_test_0_common_voice_en_36305046.wav,female,請仔細聆聽所提供的音訊片段，並辨識說話者的性別。請根據您的判斷選擇最能代表說話者性別的選項。(a) 女性 (b) 男性,(a) 女性,以下哪一個選項最適合作為與說話者同性別的人稱呼方式？(a) 兄弟 (b) 姊妹,(b) 姊妹
en_test_0_common_voice_en_19941476.wav,female,請判斷此音訊錄音中說話者的性別。請注意可能有助於將說話者歸類為下列其中一個選項的聲音特徵。請從以下選項中選擇你的答案。 (a) 女性 (b) 男性,(a) 女性,對於與說話者性別相同的人，以下哪一個稱謂最為準確？(a) 女士 (b) 先生,(a) 女士
en_test_0_common_voice_en_18303530.wav,female,以下任務需要你判斷提供的音訊片段中說話者的性別。請分析說話者的聲音特徵，並選擇你認為正確的選項。（a）女性 （b）男性,（a）女性,下列哪一稱呼最適合用於與這位說話者同性別的人？（a）先生 （b）女士,（b）女士
en_test_0_common_voice_en_33290227.wav,female,你的任務是判斷所提供音檔中說話者的性別。請辨識說話者的性別，並選擇你認為最準確的選項。(a) 女性 (b) 男性,(a) 女性,以下哪個稱謂適用於與說話者同性別的人？(a) 阿姨 (b) 叔叔,(a) 阿姨
en_test_0_common_voice_en_5688714.wav,female,在這項任務中，你將聆聽一段簡短的音訊片段，並判斷說話者的性別。請選擇最符合你判斷的選項。(a) 女性 (b) 男性,(a) 女性,考慮到音訊說話者的性別，以下哪個稱謂最符合同樣性別的人一般會被如何稱呼？(a) 兄弟 (b) 姐妹,(b) 姐妹
en_test_0_common_voice_en_17503256.wav,female,請判斷說話者的性別是什麼？(a) 女性 (b) 男性,(a) 女性,下列哪一位歷史人物與說話者性別相同？(a) Indira Gandhi (b) Ernest Hemingway,(a) Indira Gandhi
en_test_0_common_voice_en_30951482.wav,female,這段音訊中的說話者性別是什麼？(a) 女性 (b) 男性,(a) 女性,請仔細聆聽所提供的音訊錄音，判斷以下哪一位歷史人物最有可能與說話者為同一性別？(a) Mahatma Gandhi (b) Frida Kahlo,(b) Frida Kahlo
en_test_0_common_voice_en_25716466.wav,female,請將說話者的聲音歸類於以下哪一種性別類別？(a) 女性 (b) 男性,(a) 女性,哪一位歷史人物與說話者有相同的性別？(a) Ada Lovelace (b) Napoleon Bonaparte,(a) Ada Lovelace
en_test_0_common_voice_en_514622.wav,female,請判斷說話者的性別。(a) 女性 (b) 男性,(a) 女性,哪一位歷史人物與說話者有相同的性別？(a) 拿破崙·波拿巴 (b) 海倫·凱勒,(b) 海倫·凱勒
