file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
de_test_0_common_voice_de_20232034.wav,German,根據提供的音訊，所講的語言是什麼？(a) 中文 (b) 西班牙文 (c) 德文 (d) 日文,(c) 德文,在以下選項中，哪一個國家將音訊中所講的語言列為官方語言之一？(a) 中國 (b) 哥倫比亞 (c) 列支敦斯登 (d) 日本,(c) 列支敦斯登
de_test_0_common_voice_de_24978922.wav,German,判斷所提供語音的語言是什麼？ (a) 德語 (b) 西班牙語 (c) 義大利語 (d) 韓語,(a) 德語,在所提供的城市中，哪一個位於官方承認該語音所使用語言的國家？ (a) 華杜茲 (b) 塞維利亞 (c) 羅馬 (d) 釜山,(a) 華杜茲
de_test_0_common_voice_de_25326727.wav,German,請聆聽所提供的音訊。下列哪一種語言最符合錄音中所說的語言？(a) 德語 (b) 日語 (c) 西班牙語 (d) 中文,(a) 德語,在選項中的哪一位歷史人物來自於以該音訊語言為官方語言的國家？(a) Ludwig van Beethoven (b) Emperor Meiji (c) Simón Bolívar (d) Du Fu,(a) Ludwig van Beethoven
de_test_0_common_voice_de_19128473.wav,German,請仔細聆聽所提供的語音片段，並判斷說話者所使用的語言。請選出最能代表音檔所使用語言的答案。(a) 法語 (b) 中文 (c) 韓語 (d) 德語,(d) 德語,如果你打算出國留學，以下哪一個測驗是評量此音檔所使用語言的考試？(a) DALF (b) HSK (c) KLAT (d) DSH,(d) DSH
de_test_0_common_voice_de_20197325.wav,German,音訊中包含一段由特定語言所說的簡短演講。你的任務是分析這段音訊並判斷講者使用下列哪一種語言？(a) 德語 (b) 西班牙語 (c) 英語 (d) 中文,(a) 德語,音訊中所聽到的語言屬於下列哪一個語系？(a) 印歐語系 (b) 韓國語系 (c) 漢藏語系 (d) 日琉語系,(a) 印歐語系
de_test_0_common_voice_de_20283829.wav,German,請仔細聆聽音訊，特別注意說話內容。根據你的分析，請從下列選項中選出講者所使用的語言：(a) 中文 (b) 西班牙文 (c) 德文 (d) 英文,(c) 德文,哪一部文學經典最初是以音訊片段中所聽到的語言創作的？(a) 圍城 (b) 阿爾特米奧·克魯斯之死 (c) 荒原狼 (d) 麥田捕手,(c) 荒原狼
de_test_0_common_voice_de_37501179.wav,German,請聆聽所提供的音訊片段，並從下列選項中選出講者所使用的語言。你的任務是選出你認為與語音相符的語言。（a）英語 （b）德語 （c）義大利語 （d）西班牙語,（b）德語,以下哪一道菜來自於音訊中所用語言為主要語言的國家？（a）康沃爾餡餅 （b）酸菜 （c）燴飯 （d）涼菜湯,（b）酸菜
de_test_0_common_voice_de_19765382.wav,German,請聆聽所提供的音訊片段，並辨認該人所說的語言。請從下列選項中選出最符合你對該語音片段認知的語言。下列哪一種語言是講者在音訊片段中所使用的？ (a) 法語 (b) 日語 (c) 德語 (d) 中文,(c) 德語,下列哪一個翻譯正確表達了該語言中『繁榮』的意思？(a) stagnazione (b) prosperità (c) Prosperität (d) Stillstand,(c) Prosperität
de_test_0_common_voice_de_37725629.wav,German,請聆聽這段演講，並選出說話者所使用的語言。（a）日語 （b）韓語 （c）德語 （d）中文,（c）德語,根據所列出的選項，哪一個 ISO 代碼正確代表此音檔中的語言？（a）ja （b）ko （c）de （d）zh,（c）de
de_test_0_common_voice_de_39904493.wav,German,從所提供的音訊中，所說的是哪一種語言？(a) 英語 (b) 德語 (c) 中文 (d) 日語,(b) 德語,以下哪一個國家正式使用音訊中所說的語言？(a) 印度 (b) 奧地利 (c) 中國 (d) 日本,(b) 奧地利
de_test_0_common_voice_de_37016766.wav,German,判斷所提供語音的語言是什麼？(a) 日語 (b) 德語 (c) 中文 (d) 韓語,(b) 德語,從以下選項中，哪一個城市最有可能位於該語音語言為官方語言的國家？(a) 京都 (b) 因斯布魯克 (c) 北京 (d) 仁川,(b) 因斯布魯克
de_test_0_common_voice_de_20231708.wav,German,請聆聽提供的音檔。下列哪一種語言最符合錄音中所講的語言？(a) 法語 (b) 義大利語 (c) 德語 (d) 日語,(c) 德語,下列哪一位歷史人物最有可能來自正式承認音檔中所說語言的國家？(a) Napoleon Bonaparte (b) Michelangelo Buonarroti (c) Johann Wolfgang von Goethe (d) Emperor Meiji,(c) Johann Wolfgang von Goethe
de_test_0_common_voice_de_39904490.wav,German,請仔細聆聽所提供的語音片段，並評估說話者所使用的語言。選擇最能代表音檔語言的答案。(a) 德語 (b) 英語 (c) 韓語 (d) 日語,(a) 德語,在以下選項中，哪一項標準化測驗是評量音檔所使用語言的考試？(a) 歌德語檢定 (Goethe-Zertifikat) (b) PTE Academic (c) 韓國語能力測驗 (KLAT) (d) 日本語能力試驗 (JLPT),(a) 歌德語檢定 (Goethe-Zertifikat)
de_test_0_common_voice_de_26820347.wav,German,音訊中包含一段以特定語言所說的簡短演講片段。你的任務是分析該音訊並判斷講者所使用的是下列哪一種語言。(a) 韓語 (b) 德語 (c) 中文 (d) 英語,(b) 德語,音訊中的語言屬於哪一語系？(a) 日琉語系 (b) 印歐語系 (c) 漢藏語系 (d) 韓語系,(b) 印歐語系
de_test_0_common_voice_de_18201555.wav,German,請仔細聆聽音檔，專注於口語內容。根據你的分析，從以下選項中選出說話者所使用的語言：(a) 日語 (b) 義大利語 (c) 韓語 (d) 德語,(d) 德語,從列表中的書籍中，哪一本原本是用你在音檔中聽到的語言所寫的？(a) 雪國 (b) 羅生門 (c) 春香傳 (d) 少年維特的煩惱,(d) 少年維特的煩惱
de_test_0_common_voice_de_37560092.wav,German,請聆聽提供的音訊片段，並從下列選項中選擇說話者所說的語言。你的任務就是選出你認為與音訊相符的語言。（a）韓語 （b）德語 （c）中文 （d）法語,（b）德語,根據給定的選項，哪一道料理起源於這段音訊主要語言所通行的國家？（a）辣炒年糕 （b）德國麵疙瘩（Spätzle） （c）月餅 （d）紅酒燉雞,（b）德國麵疙瘩（Spätzle）
de_test_0_common_voice_de_40049265.wav,German,請聆聽所提供的音訊片段，並辨識該名人士所說的語言。請從下方選項中，選擇最符合你對此語音辨識的語言。下列哪一種語言是說話者在音訊片段中所使用的？(a) 日語 (b) 德語 (c) 韓語 (d) 義大利語,(b) 德語,以下哪一個選項在此音訊所使用的語言中代表「智慧」？(a) 自惚れ (b) Weisheit (c) Arroganz (d) ウィズダム,(b) Weisheit
de_test_0_common_voice_de_34261989.wav,German,"請聆聽該段演說，並選擇講者所使用的語言。
(a) 義大利語 (b) 德語 (c) 韓語 (d) 英語",(b) 德語,"根據提供的選項，哪一個 ISO 語言代碼最適合用來分類音檔中的語言？
(a) it (b) de (c) ko (d) en",(b) de
de_test_0_common_voice_de_18354244.wav,German,從所提供的音檔中，所說的是哪一種語言？(a) 西班牙語 (b) 德語 (c) 日語 (d) 英語,(b) 德語,哪一個國家將音檔中所說的語言列為官方語言之一？(a) 阿根廷 (b) 德國 (c) 日本 (d) 英國,(b) 德國
de_test_0_common_voice_de_17499319.wav,German,判斷所提供語音的語言是什麼？(a) 德語 (b) 西班牙語 (c) 法語 (d) 韓語,(a) 德語,下列哪一個城市位於語音所用語言為官方語言的國家？(a) 因斯布魯克 (b) 利馬 (c) 科爾馬 (d) 首爾,(a) 因斯布魯克
de_test_0_common_voice_de_17868905.wav,German,請聆聽所提供的音訊。下列哪一種語言最符合音檔中所說的語言？(a) 義大利語 (b) 英語 (c) 德語 (d) 中文,(c) 德語,從以下人物中，誰來自該音檔所用語言的官方語言國家？(a) Galileo Galilei (b) Mahatma Gandhi (c) Johann Wolfgang von Goethe (d) 杜甫,(c) Johann Wolfgang von Goethe
de_test_0_common_voice_de_39792483.wav,German,請仔細聆聽所提供的語音片段，評估該人所使用的語言。請選擇最能代表語音中所用語言的答案。(a) English (b) German (c) Chinese (d) Korean,(b) German,哪一個測驗著重於該語音片段所使用語言的能力測驗？(a) TOEFL (b) DSH (c) TOCFL (d) KLAT,(b) DSH
de_test_0_common_voice_de_19740814.wav,German,音訊中包含一段用特定語言所講的簡短演說。你的任務是分析這段音訊，並判斷說話者所使用的是下列哪一種語言？(a) Italian (b) Japanese (c) Spanish (d) German,(d) German,以下哪一個語系屬於音訊中所聽到的語言？(a) Koreanic (b) Japonic (c) Sino-Tibetan (d) Indo-European,(d) Indo-European
de_test_0_common_voice_de_24874063.wav,German,請仔細聆聽音頻，專注於演講內容。根據你的分析，從以下選項中選出講者所使用的語言：（a）中文（b）英文（c）西班牙文（d）德文,（d）德文,從下列選項中，哪一部文學巨作最早以音頻中所用語言創作？（a）西遊記（b）蒼蠅王（c）預知死亡紀事（d）荒原狼,（d）荒原狼
de_test_0_common_voice_de_34232271.wav,German,請聆聽所提供的音訊片段，並從下列選項中選出講者所使用的語言。你的任務僅是選擇你認為最符合該語音的語言。 (a) 西班牙語 (b) 德語 (c) 義大利語 (d) 法語,(b) 德語,下列哪一道料理最明顯與該音訊語言為主要語言的國家有關？(a) 西班牙海鮮飯 (b) 德國麵疙瘩 (c) 義式冰淇淋 (d) 普羅旺斯燉魚湯,(b) 德國麵疙瘩
de_test_0_common_voice_de_33974641.wav,German,請聆聽提供的音檔片段，並辨識該人所說的語言。請從下列選項中選擇一個最符合你聽感的語言。下列哪一種語言是說話者在音檔中所使用的？(a) 義大利語 (b) 德語 (c) 西班牙語 (d) 中文,(b) 德語,從以下選項中，哪一項在這段語言中與「prosperity（繁榮）」的含義相符？(a) プアリティー (b) Prosperität (c) 繁栄 (d) Armut,(b) Prosperität
de_test_0_common_voice_de_19167601.wav,German,請聆聽這段演講內容，並選出說話者所使用的語言。(a) 日語 (b) 中文 (c) 德語 (d) 法語,(c) 德語,在考慮這段錄音樣本中的語言時，下列哪一個 ISO 語言代碼最適合用來準確標識說話者所使用的語言？(a) ja (b) zh (c) de (d) fr,(c) de
de_test_0_common_voice_de_17300767.wav,German,從所提供的音訊中，所說的是哪一種語言？(a) 英文 (b) 日文 (c) 法文 (d) 德文,(d) 德文,考慮此音訊錄音中所說的語言，下列哪一個國家將此語言列為官方認可語言之一？(a) 紐西蘭 (b) 日本 (c) 法國 (d) 列支敦士登,(d) 列支敦士登
de_test_0_common_voice_de_19009341.wav,German,判斷所提供的語音所使用的語言。 (a) 法語 (b) 德語 (c) 英語 (d) 義大利語,(b) 德語,考慮錄音中所說的語言，下列哪一個城市最有可能位於該語言被認定為官方語言之一的國家？ (a) Colmar (b) Innsbruck (c) Wellington (d) Florence,(b) Innsbruck
de_test_0_common_voice_de_19421035.wav,German,請聆聽所提供的音訊。下列哪一種語言最符合錄音中所說的語言？(a) 英文 (b) 德文 (c) 西班牙文 (d) 義大利文,(b) 德文,根據音訊中所說的語言，下列哪一位歷史人物最有可能來自該語言被正式認可為官方語言的國家？(a) Winston Churchill (b) Johann Wolfgang von Goethe (c) Miguel de Cervantes (d) Michelangelo Buonarroti,(b) Johann Wolfgang von Goethe
de_test_0_common_voice_de_23830842.wav,German,請仔細聆聽所提供的語音片段，並評估該人的語言。請選擇最能代表語音中所使用語言的答案。（a）西班牙語（b）義大利語（c）中文（d）德語,（d）德語,如果你需要評估自己在此語音中所說語言的語言能力，下列哪一個標準化測驗最適合用來衡量你的語言能力？（a）DELE（b）CELI（c）TOCFL（d）TestDaF,（d）TestDaF
de_test_0_common_voice_de_18220231.wav,German,音訊中包含一段以特定語言所說的短講。你的任務是分析這段音訊並判斷說話者使用的是下列哪一種語言？(a) 德語 (b) 英語 (c) 中文 (d) 法語,(a) 德語,考慮到音訊中所說的語言，根據語言學分類，它最準確地屬於下列哪一個語系？(a) 印歐語系 (b) 韓語語系 (c) 漢藏語系 (d) 日語語系,(a) 印歐語系
de_test_0_common_voice_de_22710968.wav,German,請仔細聆聽音訊內容，專注於語音。根據你的分析，從以下選項中選出說話者所使用的語言：(a) 西班牙語 (b) 韓語 (c) 德語 (d) 義大利語,(c) 德語,考慮到本音訊所使用的語言，下列哪一部文學作品原本是用這種語言創作的？(a) 巧克力情緣 (b) 春香傳 (c) 西線無戰事 (d) 福柯的鐘擺,(c) 西線無戰事
de_test_0_common_voice_de_19937217.wav,German,請聆聽提供的音訊片段，並從下列選項中選擇講者所使用的語言。你的任務是選出你認為與語音相符的語言。(a) 韓語 (b) 日語 (c) 德語 (d) 中文,(c) 德語,考慮到此音訊所使用的語言，下列哪一道料理最有可能起源於以這種語言為主要語言的國家？(a) 石鍋拌飯 (b) 味噌湯 (c) 德國香腸 (d) 月餅,(c) 德國香腸
de_test_0_common_voice_de_38232955.wav,German,請聆聽提供的音頻片段，並辨識該人士所說的語言。請從以下選項中，選出最符合您認知的語言。以下哪一種語言是說話者在音頻片段中所使用的？(a) 日語 (b) 義大利語 (c) 德語 (d) 西班牙語,(c) 德語,在這段演講所使用語言中，以下哪個詞語與「繁榮」有相同意思？(a) stagnazione (b) Stillstand (c) Prosperität (d) prosperità,(c) Prosperität
de_test_0_common_voice_de_22885447.wav,German,請聆聽該段演講，並選擇講者所說的語言是：(a) 西班牙語 (b) 英語 (c) 日語 (d) 德語,(d) 德語,根據所提供的音訊記錄，下列哪一個 ISO 語言代碼最適合用來正確識別整段錄音中所使用的語言？(a) es (b) en (c) ja (d) de,(d) de
de_test_0_common_voice_de_19561153.wav,German,根據提供的音訊，所使用的是哪一種語言？ (a) Italian (b) French (c) German (d) Japanese,(c) German,在所列出的國家中，哪一個將音訊中所說的語言列為官方語言？ (a) San Marino (b) Haiti (c) Liechtenstein (d) Japan,(c) Liechtenstein
de_test_0_common_voice_de_20279928.wav,German,判斷所提供的語音所使用的語言是什麼？(a) 中文 (b) 義大利文 (c) 德文 (d) 西班牙文,(c) 德文,當分析音訊中所說的語言時，下列哪一個城市最有可能位於該語言屬於其官方語言的國家？(a) 台北 (b) 那不勒斯 (c) 柏林 (d) 奇瓦瓦市,(c) 柏林
de_test_0_common_voice_de_39183455.wav,German,請聆聽所提供的音檔。下列哪一種語言最符合錄音中所說的語言？ (a) 德語 (b) 西班牙語 (c) 英語 (d) 法語,(a) 德語,考慮音檔中所說的語言，下列哪一位歷史人物最有可能來自一個將此語言列為官方語言的國家？ (a) Ludwig van Beethoven (b) Eva Perón (c) Mahatma Gandhi (d) Toussaint Louverture,(a) Ludwig van Beethoven
de_test_0_common_voice_de_20397921.wav,German,請仔細聆聽所提供的語音片段，並評估說話者所使用的語言。請選擇最能代表音檔中所用語言的答案。(a) 韓語 (b) 中文 (c) 西班牙語 (d) 德語,(d) 德語,如果你打算申請一個要求精通該音檔所講語言的課程或職位，下列哪一項測驗最適合評估你的能力？(a) BKT (b) HSK (c) SIELE (d) TestDaF,(d) TestDaF
de_test_0_common_voice_de_17843259.wav,German,音訊中包含一小段以特定語言所講的演講片段。你的任務是分析音訊並判斷講者所使用的是下列哪一種語言？(a)韓語 (b)中文 (c)義大利語 (d)德語,(d)德語,考慮到此音訊所用的語言，依語言學分類，以下哪一個語系是它所屬的？(a)韓語系 (b)日語系 (c)漢藏語系 (d)印歐語系,(d)印歐語系
de_test_0_common_voice_de_20515439.wav,German,請仔細聆聽音頻，專注於說話內容。根據你的分析，從以下選項中選出講者所使用的語言：(a) 德語 (b) 義大利語 (c) 西班牙語 (d) 英語,(a) 德語,考慮到這段音頻所使用的語言，下列哪些文學作品最初是以該語言創作的？(a) 魔山 (b) 倘若這是個人 (c) 霍亂時期的愛情 (d) 麥田捕手,(a) 魔山
de_test_0_common_voice_de_25949640.wav,German,請聆聽所提供的音訊片段，並從以下選項中選出講者所說的語言。您的任務很簡單，只需選擇您認為與該語音相符的語言。(a) 德語 (b) 西班牙語 (c) 中文 (d) 韓語,(a) 德語,在考慮音訊中所聽到的語言後，下列哪一道菜最能代表主要使用該語言的國家的料理？(a) 炸豬排 (b) 西班牙海鮮飯 (c) 麻婆豆腐 (d) 韓式五花肉,(a) 炸豬排
de_test_0_common_voice_de_27315844.wav,German,請聆聽提供的音訊片段，並辨認該人所講的語言。在下列選項中，選擇你認為最符合音訊內容的語言。以下哪一種語言是講者在提供的音訊片段中所使用的？（a）德語（b）中文（c）英文（d）義大利語,(a) 德語,在所提供的選項中，哪一個詞語在該語言中與「感激」的意思相對應？（a）Dankbarkeit（b）gratitud（c）egoísmo（d）Egoismus,(a) Dankbarkeit
de_test_0_common_voice_de_17902872.wav,German,請聆聽這段演講片段，並選擇講者所說的語言。（a）英語 （b）韓語 （c）中文 （d）德語,（d）德語,根據您所聽到的音頻樣本，從以下提供的 ISO 語言代碼中，哪一個最適合表示錄音中所說的語言？（a）en （b）ko （c）zh （d）de,（d）de
de_test_0_common_voice_de_18934633.wav,German,根據所提供的音訊，所說的是哪一種語言？ (a) 西班牙語 (b) 中文 (c) 義大利語 (d) 德語,(d) 德語,根據音訊記錄中所講的語言，下列哪一個選項中的國家正式承認這個語言為其官方語言之一？ (a) 西班牙 (b) 中國 (c) 聖馬力諾 (d) 德國,(d) 德國
de_test_0_common_voice_de_20255382.wav,German,判斷所提供的語音是屬於哪一種語言？(a) 德語 (b) 中文 (c) 法語 (d) 英語,(a) 德語,在以下城市中，哪一個最有可能位於一個以該音訊語言作為官方語言的國家？(a) 因斯布魯克 (b) 上海 (c) 阿比讓 (d) 倫敦,(a) 因斯布魯克
de_test_0_common_voice_de_20561354.wav,German,請聆聽提供的音訊。下列哪一種語言最符合錄音中所使用的語言？(a) 英語 (b) 德語 (c) 韓語 (d) 中文,(b) 德語,根據音訊中所講的語言，下列哪一位歷史人物最有可能來自這種語言被列為官方語言之一的國家？(a) Edmund Hillary (b) Sigmund Freud (c) Yi Hwang (d) Confucius,(b) Sigmund Freud
de_test_0_common_voice_de_18206573.wav,German,請仔細聆聽所提供的語音片段，並評估說話者所使用的語言。請選出最能代表語音中所使用語言的答案。(a) 德語 (b) 韓語 (c) 日語 (d) 法語,(a) 德語,根據此語音片段所使用的語言，下列選項中，哪一種標準化測驗最適合用來證明此語言能力？(a) TestDaF (b) BKT (c) EJU (d) TCF,(a) TestDaF
de_test_0_common_voice_de_32524714.wav,German,音訊中包含了一段以特定語言所說的簡短演講片段。你的任務是分析這段音訊，並判斷說話者所使用的是下列哪一種語言？(a) 韓語 (b) 中文 (c) 日語 (d) 德語,(d) 德語,考慮到音訊中語言的起源、結構以及語言特徵，它屬於下列哪一種語系？(a) 日本語系 (b) 漢藏語系 (c) 韓語系 (d) 印歐語系,(d) 印歐語系
de_test_0_common_voice_de_19439084.wav,German,請仔細聆聽音檔，專注於說話內容。根據你的分析，從下列選項中選出說話者所使用的語言：(a) 日語 (b) 義大利語 (c) 德語 (d) 中文,(c) 德語,根據該音檔所使用的語言，下列哪一本文學經典原本是以此語言創作？(a) 發條鳥年代記 (b) 齊諾的良心 (c) 少年維特的煩惱 (d) 西遊記,(c) 少年維特的煩惱
de_test_0_common_voice_de_17301827.wav,German,請聆聽所提供的音訊片段，並從下列選項中選出說話者所使用的語言。您的任務就是選擇您認為與聲音相符的語言。(a) 英語 (b) 義大利語 (c) 德語 (d) 西班牙語,(c) 德語,考慮到音訊中所使用的語言，下列哪一道料理起源於這個語言為主要溝通語言的國家？(a) 哈吉斯 (b) 千層麵 (c) 香腸 (d) 冷湯,(c) 香腸
de_test_0_common_voice_de_19043449.wav,German,請聆聽所提供的音檔，並辨識該位說話者所使用的語言。請從下列選項中，選出最符合你對該語音認知的語言。下列哪一種語言是說話者在音檔中所使用的語言？ (a) 日語 (b) 韓語 (c) 德語 (d) 西班牙語,(c) 德語,以下哪一個選項在音檔語言中正確地代表「傑作」這個意思？ (a) 걸작 (b) 실패 (c) Meisterwerk (d) Misserfolg,(c) Meisterwerk
de_test_0_common_voice_de_18493314.wav,German,聆聽這段演講內容，並選擇講話者所使用的語言。(a) 法語 (b) 中文 (c) 義大利語 (d) 德語,(d) 德語,根據所提供的音訊錄音以及判斷正確語言代碼的任務，以下選項中哪一個 ISO 語言代碼最符合錄音中所說的語言？(a) fr (b) zh (c) it (d) de,(d) de
en_test_0_common_voice_en_22335218.wav,English,根據所提供的音訊，所講的是哪一種語言？(a) 韓語 (b) 德語 (c) 西班牙語 (d) 英語,(d) 英語,根據所提供的音訊樣本，下列哪一個國家將該語言認定為其境內的官方語言？(a) 南韓 (b) 德國 (c) 智利 (d) 紐西蘭,(d) 紐西蘭
en_test_0_common_voice_en_37976442.wav,English,判斷所提供語音的語言為何？(a) 韓語 (b) 中文 (c) 西班牙語 (d) 英語,(d) 英語,根據音頻錄音與所使用的語言，以下選項中的哪一個城市最有可能位於官方語言中包含此語言的國家？(a) 仁川 (b) 上海 (c) 墨西哥城 (d) 威靈頓,(d) 威靈頓
en_test_0_common_voice_en_31266588.wav,English,請聆聽提供的音檔。下列哪一種語言最符合錄音中所說的語言？(a) 法語 (b) 德語 (c) 日語 (d) 英語,(d) 英語,在所提供的歷史人物中，誰最有可能來自一個正式承認音檔中語言為官方語言的國家？(a) Jean-Bédel Bokassa (b) Maria Theresa (c) Murasaki Shikibu (d) Nelson Mandela,(d) Nelson Mandela
en_test_0_common_voice_en_36016278.wav,English,請仔細聆聽所提供的語音片段，並評估說話者所使用的語言。請選擇最能代表音檔中語言的答案。（a）德語（b）法語（c）西班牙語（d）英語,（d）英語,對於計畫到該語音中所使用語言的國家留學或工作的人來說，下列哪一種考試最適合用來證明語言能力？（a）歌德證書（b）法語高級文憑（c）西班牙語證書（d）PTE Academic,（d）PTE Academic
en_test_0_common_voice_en_19954794.wav,English,音訊中包含一段以特定語言講述的簡短演說。你的任務是分析該音訊並判斷講者使用的是下列哪一種語言？(a) 西班牙語 (b) 義大利語 (c) 日語 (d) 英語,(d) 英語,根據此音訊中的口說語言，下列哪一個語系包含了這種語言？(a) 日琉語系 (b) 韓語語系 (c) 漢藏語系 (d) 印歐語系,(d) 印歐語系
en_test_0_common_voice_en_18395139.wav,English,請仔細聆聽音訊，重點關注講話內容。根據你的分析，從以下選項中選出說話者所使用的語言：(a) 義大利語 (b) 韓語 (c) 日語 (d) 英語,(d) 英語,考慮音訊的語言時，下列哪一本書的原文就是以該語言創作的？(a) Decameron (b) The Vegetarian (c) Rashomon (d) Lord of the Flies,(d) Lord of the Flies
en_test_0_common_voice_en_39645706.wav,English,請聆聽所提供的音訊片段，並從以下選項中選出講者所使用的語言。你的任務僅是選出你認為與該語音相符的語言。(a) 中文 (b) 德文 (c) 英文 (d) 日文,(c) 英文,根據音訊中所聽到的語言，下列哪一道料理最密切與該語言做為官方語言的國家之烹飪傳統相關？(a) 水餃 (b) 椒鹽脆餅 (c) 牧羊人派 (d) 壽司,(c) 牧羊人派
en_test_0_common_voice_en_19489627.wav,English,請聆聽所提供的音訊片段，並判別說話者所使用的語言。請從下列語言選項中，選出你認為最符合音訊內容的語言。下列哪一種語言是說話者在提供的音訊片段中所使用的？(a) 英文 (b) 法文 (c) 德文 (d) 義大利文,(a) 英文,從所提供的 ISO 語言代碼列表中，請選出你認為最適當且最準確代表音訊錄音中所說語言的代碼。(a) en (b) fr (c) de (d) it,(a) en
en_test_0_common_voice_en_19704669.wav,English,請聆聽這段演講，並選擇講者所使用的語言。(a) 英語 (b) 德語 (c) 西班牙語 (d) 法語,(a) 英語,根據提供的音檔，下列選項中哪一個國家將音檔中所使用的語言視為官方語言之一？(a) 紐西蘭 (b) 奧地利 (c) 哥倫比亞 (d) 塞內加爾,(a) 紐西蘭
en_test_0_common_voice_en_18854899.wav,English,從所提供的音訊中，說的是哪一種語言？(a) 西班牙語 (b) 義大利語 (c) 英語 (d) 日語,(c) 英語,考慮在音訊樣本中所聽到的語言，下列選項中，哪一個城市位於官方語言包括此語言的國家？(a) Lima (b) Venice (c) Liverpool (d) Hiroshima,(c) Liverpool
en_test_0_common_voice_en_36016276.wav,English,判斷所提供語音的語言是什麼？ (a) 日語 (b) 西班牙語 (c) 英語 (d) 法語,(c) 英語,在檢視音訊中所說的語言時，下列哪一位歷史人物最有可能來自以此語言為官方語言的國家？(a) Murasaki Shikibu (b) Miguel de Cervantes (c) Nelson Mandela (d) Napoleon Bonaparte,(c) Nelson Mandela
