file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
dog16.wav,dog,從音訊檔案中，您能辨認出哪一種動物是發出聲音的來源？(a) 貓 (b) 綿羊 (c) 母雞 (d) 狗,(d) 狗,考慮音訊中的動物，下列哪一項通常與妥善照顧該動物有關？(a) 捕蟲器 (b) 水族箱過濾器 (c) 牽繩 (d) 鳥籠,(c) 牽繩
dog63.wav,dog,你能從提供的選項中選出與聲音相符的動物嗎？（a）dog（b）hen（c）cow（d）pig,（a）dog,根據林奈分類法，下列哪一種動物在系統發育上與錄音中的動物最接近？（a）red fox（b）black-backed jackal（c）dhole（d）golden jackal,（d）golden jackal
dog66.wav,dog,在以下提供的選項中，您認為哪一種動物是錄音中聲音的來源？(a) crow (b) dog (c) frog (d) rooster,(b) dog,根據音訊的線索，下列哪一項最有可能是該動物的身體特徵？(a) 爪子 (b) 喙 (c) 蹼足 (d) 羽毛,(a) 爪子
dog34.wav,dog,根據你聽到的聲音的特徵與音調，以下哪一種動物最有可能是錄音檔案中聲音的來源？(a) 牛 (b) 狗 (c) 公雞 (d) 母雞,(b) 狗,產生這個聲音的動物最可能具有哪一種身體特徵？(a) 殼 (b) 角 (c) 羽毛 (d) 爪子,(d) 爪子
dog44.wav,dog,根據你聽到的音檔和所提供的選項，綜合你能辨識出的所有聲音特徵和特質，你認為這個聲音最有可能是哪種動物發出的？(a) 貓 (b) 綿羊 (c) 青蛙 (d) 狗,(d) 狗,根據錄音中聽到的動物，其最有可能的繁殖方式是以下哪一種？(a) 有袋動物繁殖 (b) 卵生 (c) 胎生 (d) 無性繁殖,(c) 胎生
dog6.wav,dog,在以下列出的動物中，根據其聽覺特徵，你能辨認出哪一種最接近所提供音訊錄音的動物聲音？(a) 狗 (b) 牛 (c) 豬 (d) 母雞,(a) 狗,在下列選項中，哪一種飲食分類最適合你在音訊中聽到的這種動物？(a) 雜食性 (b) 食蟲性 (c) 食肉性 (d) 草食性,(a) 雜食性
dog43.wav,dog,根據你所聽到的音訊檔案以及所提供的選項清單，你認為哪一種動物最有可能與這個聲音相符？(a) 牛 (b) 公雞 (c) 狗 (d) 羊,(c) 狗,在下面列出的移動方式中，哪一項與該動物的典型移動方式相符？(a) 飛行 (b) 行走 (c) 蠕動 (d) 游泳,(b) 行走
dog54.wav,dog,在下列選項中，你認為錄音中的聲音是來自哪一種動物？(a) 母雞 (b) 狗 (c) 青蛙 (d) 豬,(b) 狗,考慮錄音中的聲音以及這種類動物發出聲音時的自然傾向，下列哪一種行為最能代表它通常的舉止？(a) 搖尾巴 (b) 在樹枝間跳躍 (c) 躲進殼裡 (d) 拍動翅膀,(a) 搖尾巴
dog12.wav,dog,請根據此音訊片段中的聲音，判斷最有可能發出這個聲音的動物，並從選項中選出最有可能的答案。 (a) 牛 (b) 貓 (c) 公雞 (d) 狗,(d) 狗,根據生物分類的分類階層，下列哪一種動物與音訊檔中的動物親緣關係最近？(a) 黑背豺 (b) 赤狐 (c) 金豺 (d) 野犬,(c) 金豺
dog60.wav,dog,根據選項，你認為你聽到的聲音與哪一種動物有關？(a) 狗 (b) 母雞 (c) 青蛙 (d) 貓,(a) 狗,根據發出該聲音動物的特徵，你認為哪一項物品對維護其福祉最為重要？(a) 鳥籠 (b) 牽繩 (c) 水族過濾器 (d) 捕蟲器,(b) 牽繩
dog25.wav,dog,根據音訊檔，您認為下列哪一種動物是聲音的來源？ (a) 母雞 (b) 貓 (c) 狗 (d) 公雞,(c) 狗,回顧提供的音訊，您認為下列哪一種聲音最接近這種動物的叫聲？ (a) 哞哞叫 (b) 呱呱叫 (c) 吱喳叫 (d) 汪汪叫,(d) 汪汪叫
dog2.wav,dog,請從提供的選項中選擇與聲音相符的動物？（a）公雞 （b）烏鴉 （c）狗 （d）青蛙,（c）狗,在分析音頻中的聲音並思考發出此聲音動物的自然飲食習性時，下列哪一個分類最能代表其主要飲食或賴以生存的食物類型？（a）草食性 （b）肉食性 （c）食蟲性 （d）雜食性,（d）雜食性
dog19.wav,dog,在所提供的選項中，你認為哪一種動物發出了所提供音頻錄音中的聲音？(a) 青蛙 (b) 狗 (c) 牛 (d) 綿羊,(b) 狗,根據音頻，下列哪一種聲音最有可能與錄音中動物發出的聲音相似？(a) 吠叫 (b) 咯咯叫 (c) 呱呱叫 (d) 哞哞叫,(a) 吠叫
dog52.wav,dog,根據你聽到的聲音特徵與音調，以下哪一種動物最有可能是提供的音檔中聲音的來源？(a) 牛 (b) 青蛙 (c) 公雞 (d) 狗,(d) 狗,根據這個動物發出的聲音及其特徵，通常需要哪一項物品來確保它的健康和福祉？(a) 捕蟲器 (b) 牽繩 (c) 鳥籠 (d) 水族箱濾網,(b) 牽繩
dog49.wav,dog,根據你聽到的音檔以及所提供的選項，考慮到你能辨別的所有聲音特徵與特性，你認為這個聲音最有可能是由哪種動物發出？(a) 狗 (b) 烏鴉 (c) 公雞 (d) 母雞,(a) 狗,下列哪一種動物在系統發育譜系上與音檔中辨識出的物種最為接近？(a) 側紋胡狼 (b) 赤狐 (c) 金胡狼 (d) 豺,(c) 金胡狼
dog13.wav,dog,在下列列出的動物中，根據其聽覺特徵，您能否辨認出哪一個動物最接近所提供的音訊錄音中的聲音？(a) 公雞 (b) 牛 (c) 狗 (d) 羊,(c) 狗,根據所提供的聲音，您認為下列哪一項身體特徵最符合音訊中的動物外觀或特徵？(a) 鱗片 (b) 爪子 (c) 翅膀 (d) 角,(b) 爪子
dog58.wav,dog,根據你所聽到的音訊檔以及所提供的選項，你認為哪一種動物最有可能與這個聲音吻合？(a) 狗 (b) 烏鴉 (c) 豬 (d) 牛,(a) 狗,根據這段音訊，下列哪一種生殖方式最有可能與發出這些聲音的動物相關？(a) 有袋類生殖 (b) 卵生 (c) 胎生 (d) 無性生殖,(c) 胎生
dog11.wav,dog,根據提供的選項，您認為錄音中的聲音是由哪一種動物發出的？(a) 母雞 (b) 綿羊 (c) 青蛙 (d) 狗,(d) 狗,根據所提供的音訊，下列哪一個選項最能描述錄音中動物的主要移動方式？(a) 游泳 (b) 蠕動 (c) 飛行 (d) 行走,(d) 行走
dog15.wav,dog,請判斷這段音訊中最有可能發出聲音的動物，並從選項中選出最可能的那一個。（a）hen（母雞）（b）dog（狗）（c）crow（烏鴉）（d）cow（牛）,(b) dog,根據聲音紀錄，並考慮這段音訊中動物的常見習性與行為，以下哪一項行為最有可能與發出聲音的動物有關？（a）搖尾巴（b）躲進殼裡（c）在樹枝間跳躍（d）拍動翅膀,(a) 搖尾巴
dog40.wav,dog,根據選項，您認為您聽到的聲音是和哪一種動物有關？(a) 牛 (b) 青蛙 (c) 羊 (d) 狗,(d) 狗,根據林奈分類法，以下哪一種動物與音訊檔中的動物最為接近？(a) Arctic fox (北極狐) (b) dhole (赤狐) (c) side-striped jackal (側條胡狼) (d) golden jackal (金狼),(d) golden jackal (金狼)
dog39.wav,dog,從音訊檔案中，請問你認為聲音的來源是下列哪一種動物？(a) 青蛙 (b) 狗 (c) 公雞 (d) 綿羊,(b) 狗,在分析音訊中的聲音並思考這類動物的典型叫聲後，下列哪一種聲音最像錄音中該動物所發出的叫聲？(a) 哞哞叫 (b) 吠叫 (c) 咯咯叫 (d) 呱呱叫,(b) 吠叫
dog9.wav,dog,你能從提供的選項中選出和這個聲音相符的動物嗎？(a) dog (b) sheep (c) pig (d) cat,(a) dog,根據提供聲音的這種動物及其生物特徵，以下哪一個選項最能代表這種動物用來繁殖或生下後代的方法？(a) 無性生殖 (b) 有袋類繁殖 (c) 胎生 (d) 卵生,(c) 胎生
dog24.wav,dog,在提供的選項中，你認為哪一種動物對錄音檔中所捕捉到的聲音負有責任？(a) 豬 (b) 牛 (c) 狗 (d) 貓,(c) 狗,根據音檔中提供的聲音以及該動物通常展現的自然行為，以下哪一種移動方式最能準確描述音檔中動物的移動方式？(a) 行走 (b) 蛇行 (c) 游泳 (d) 飛行,(a) 行走
dog5.wav,dog,根據下列動物列表，請根據你所聽到的音頻檔案中聲音的特徵與音調，判斷最有可能發出該聲音的動物是哪一種？(a) 母雞 (b) 狗 (c) 烏鴉 (d) 綿羊,(b) 狗,根據你在音頻片段中所聽到的動物，你最有信心將下列哪一項身體特徵與它聯繫起來？(a) 羽毛 (b) 殼 (c) 蹄 (d) 爪子,(d) 爪子
dog31.wav,dog,根據你所聽到的音檔以及所提供的選項，綜合你能辨識出的聲音特徵及特質，你認為以下哪一種動物最有可能是聲音的來源？(a) 狗 (b) 公雞 (c) 牛 (d) 豬,(a) 狗,考慮音檔中的動物聲音以及這類動物通常需要的照護項目，下列哪一樣物品最有可能是為了滿足牠的需求與福祉所需的？(a) 捕蟲器 (b) 牽繩 (c) 水族過濾器 (d) 鳥籠,(b) 牽繩
dog65.wav,dog,在以下列出的動物中，根據提供的音頻錄音的聽覺特徵，你能夠辨認出哪一種動物最符合該聲音嗎？(a) 公雞 (b) 豬 (c) 綿羊 (d) 狗,(d) 狗,根據提供聲音中動物的生物特徵和常見行為，下列哪一種行為最能代表這種動物？(a) 搖尾巴 (b) 在樹枝間跳躍 (c) 拍動翅膀 (d) 躲藏在殼裡,(a) 搖尾巴
dog37.wav,dog,根據你所聆聽的音訊檔案以及提供的選項，你認為哪一種動物最有可能與這個聲音相符？（a）公雞（b）青蛙（c）狗（d）牛,（c）狗,根據所提供的聲音，以及關於該動物的生物分類和覓食行為的常識，你認為下列選項中，哪一種飲食類型最能準確描述它主要攝取的食物？（a）肉食性（b）食蟲性（c）雜食性（d）草食性,（c）雜食性
dog48.wav,dog,在下列選項中，你認為錄音中的聲音是由哪一種動物發出的？ (a) 青蛙 (b) 狗 (c) 貓 (d) 母雞,(b) 狗,發出這個聲音的動物最有可能具備下列哪一種特徵？ (a) 爪子 (b) 羽毛 (c) 翅膀 (d) 殼,(a) 爪子
dog56.wav,dog,根據這段音頻中的聲音，請判斷最有可能發出這個聲音的動物，並從選項中選出最合適的一個。 (a) 豬 (b) 貓 (c) 狗 (d) 牛,(c) 狗,根據生物分類學的原則，下列哪一種動物與音頻中所代表的動物親緣關係最近？ (a) 黑背胡狼 (b) 赤狐 (c) 金胡狼 (d) 豺,(c) 金胡狼
dog30.wav,dog,根據選項，你認為你聽到的聲音是與哪一種動物有關？(a) dog (b) frog (c) crow (d) pig,(a) dog,根據音頻內容以及一般對於會發出類似聲音動物的相關認知，下列哪一種生殖方式最符合這種動物的自然生殖策略？(a) 卵生 (b) 有袋生殖 (c) 無性生殖 (d) 胎生,(d) 胎生
dog51.wav,dog,從音訊檔案中，您認為聲音的來源是下列哪一種動物？(a) 青蛙 (b) 豬 (c) 公雞 (d) 狗,(d) 狗,根據錄音內容以及您對該動物平時移動方式的了解，您認為下列哪一種最符合其主要的移動方式？(a) 游泳 (b) 步行 (c) 飛行 (d) 蠕動,(b) 步行
dog32.wav,dog,你能從所提供的選項中選出與聲音相符的動物嗎？(a) rooster (公雞) (b) hen (母雞) (c) dog (狗) (d) frog (青蛙),(c) dog (狗),根據所提供的錄音，並考慮這類動物常見的叫聲模式，下列哪一種聲音最接近你在音檔中聽到的聲音？(a) Clucking (咯咯叫) (b) Barking (吠叫) (c) Mooing (哞哞叫) (d) Croaking (呱呱叫),(b) Barking (吠叫)
dog55.wav,dog,在以下選項中，你認為哪一種動物負責製造在提供的音訊錄音中所捕捉到的聲音？ (a) 烏鴉 (b) 豬 (c) 綿羊 (d) 狗,(d) 狗,考慮音訊錄音中的動物，以及其自然環境和生態角色的廣泛背景，以下哪一種飲食分類最符合這種動物為維生而常吃的食物類型？ (a) 雜食性 (b) 食蟲性 (c) 肉食性 (d) 草食性,(a) 雜食性
dog61.wav,dog,根據你在提供的音訊檔案中所聽到的聲音特徵和音調，以下哪一種動物最有可能是該聲音的來源？ (a) 豬 (b) 狗 (c) 牛 (d) 烏鴉,(b) 狗,綜合錄音中動物的叫聲以及一般對該動物照護需求的認知，以下哪一項是提供適當照顧與支持這類動物最重要的物品？ (a) 捕蟲器 (b) 魚缸過濾器 (c) 牽繩 (d) 鳥籠,(c) 牽繩
dog1.wav,dog,根據你聆聽過的音檔和提供的選項，綜合你能辨認出來的聲音特徵和特質，你認為哪一種動物最有可能是這個聲音的來源？(a) 狗 (b) 青蛙 (c) 貓 (d) 豬,(a) 狗,在分析這個聲音並且考慮該動物的自然習性時，下列選項中，你認為哪一個行為最符合這種動物通常的舉動？(a) 躲在殼裡 (b) 在樹枝間跳躍 (c) 拍動翅膀 (d) 搖尾巴,(d) 搖尾巴
dog42.wav,dog,在下列所列的動物中，根據其聽覺特徵，您能否辨認出哪一個最接近所提供音訊錄音中的聲音？(a) 烏鴉 (b) 狗 (c) 青蛙 (d) 公雞,(b) 狗,當分析錄音中該類動物的聲音以及其自然繁殖行為時，下列哪一種繁殖方式最能代表它通常產下後代的方式？(a) 胎生 (b) 無性生殖 (c) 卵生 (d) 有袋類繁殖,(a) 胎生
dog62.wav,dog,根據你所聽到的音頻以及所提供的選項，你認為哪一種動物最有可能與這個聲音相符？ (a) 牛 (b) 母雞 (c) 烏鴉 (d) 狗,(d) 狗,以下哪一項特徵最符合這個聲音中動物的外貌？ (a) 翅膀 (b) 蹄 (c) 喙 (d) 爪子,(d) 爪子
dog33.wav,dog,從下列選項中，您認為錄音中的聲音是哪一種動物所發出的？(a) 狗 (b) 羊 (c) 牛 (d) 烏鴉,(a) 狗,在分析音頻中該動物的聲音，並思考此類動物常見的移動方式後，您認為以下哪一種移動方式最適合這種動物？(a) 飛行 (b) 行走 (c) 游泳 (d) 蠕動,(b) 行走
dog18.wav,dog,請辨識此音頻片段中最有可能發出聲音的動物，並從選項中選出最有可能的答案。(a) 烏鴉 (b) 綿羊 (c) 狗 (d) 牛,(c) 狗,根據音頻中提供的聲音，以及考量這種動物一般的習性、行為和照顧需求，下列哪一項對於照顧發出這種聲音的動物最重要？(a) 鳥籠 (b) 水族箱過濾器 (c) 牽繩 (d) 捕蟲器,(c) 牽繩
dog26.wav,dog,根據選項，您認為所聽到的聲音與哪一種動物有關？(a) 綿羊 (b) 狗 (c) 公雞 (d) 牛,(b) 狗,考慮分類學系統，包括科、屬和種等分類，以下哪些動物與音頻記錄中觀察到的動物關聯最為密切？(a) 斑側胡狼 (b) 黑背胡狼 (c) 金胡狼 (d) 赤狐,(c) 金胡狼
dog50.wav,dog,根據音訊檔，您認為下列哪一種動物是聲音的來源？(a) 貓 (b) 母雞 (c) 牛 (d) 狗,(d) 狗,根據音訊中的聲音，下列哪一個動作最能代表發出該聲音的動物常見的行為？(a) 躲進殼裡 (b) 拍動翅膀 (c) 在樹枝間跳躍 (d) 搖尾巴,(d) 搖尾巴
dog8.wav,dog,你能從以下選項中選出與聲音相符的動物嗎？ (a) dog (b) hen (c) crow (d) rooster,(a) dog,根據所提供的音訊，並思考錄音中動物的自然習性，你認為下列哪一個食性類別最符合這種動物在其生態系統中的主要食物？ (a) 雜食性 (b) 食蟲性 (c) 草食性 (d) 肉食性,(a) 雜食性
dog21.wav,dog,在以下選項中，你認為哪一種動物會發出提供的音檔中錄到的聲音？(a) 公雞 (b) 青蛙 (c) 狗 (d) 貓,(c) 狗,根據音檔中的聲音，並考慮動物自然的發聲行為，你認為下列哪一個選項最接近音檔中動物發出的聲音？(a) 哞哞叫 (b) 吠叫 (c) 咯咯叫 (d) 啾啾叫,(b) 吠叫
dog22.wav,dog,根據你在提供的音訊檔案中聽到的聲音特徵和音調，下列哪一種動物最有可能是聲音的來源？(a) 青蛙 (b) 狗 (c) 豬 (d) 公雞,(b) 狗,根據錄音中動物的聲音，並考慮其典型棲息地與覓食行為，下列哪一個選項最能準確代表其主要飲食型態？(a) 肉食性 (b) 食蟲性 (c) 雜食性 (d) 草食性,(c) 雜食性
dog14.wav,dog,根據你所聽到的音檔以及提供的選項，考慮到聲音中所有你能辨別的特徵與特性，你認為這個聲音最有可能是哪一種動物發出來的？(a) 青蛙 (b) 公雞 (c) 狗 (d) 牛,(c) 狗,根據音檔及動物通常會發出的各種聲音類型，下列哪一種發聲方式最符合錄音中的動物？(a) 咯咯叫 (b) 哞哞叫 (c) 呱呱叫 (d) 吠叫,(d) 吠叫
dog4.wav,dog,在下列動物中，根據其聽覺特徵，你能辨識出哪一種動物最接近提供的音訊錄音中的聲音嗎？(a) 青蛙 (b) 公雞 (c) 牛 (d) 狗,(d) 狗,在演化生物學與生物分類學的脈絡下，下列哪一種動物在分類階層上與音訊檔案中的動物最為相近？(a) golden jackal (b) red fox (c) black-backed jackal (d) side-striped jackal,(a) golden jackal
dog29.wav,dog,根據你所聽到的音檔，以及所提供的選項，你認為哪一種動物最有可能與這個聲音相符？(a) 狗 (b) 烏鴉 (c) 青蛙 (d) 豬,(a) 狗,根據所提供的聲音，並結合該動物在生態和生物特徵上的表現，下列哪一種繁殖方式最符合音檔中動物的生育或繁殖方式？(a) 無性生殖 (b) 胎生 (c) 卵生 (d) 有袋類繁殖,(b) 胎生
dog20.wav,dog,從以下選項中，您認為錄音中的聲音來源是哪種動物？(a) 母雞 (b) 豬 (c) 狗 (d) 烏鴉,(c) 狗,考慮到該動物可能的生物特徵及其生態習性，以下哪一種移動方式最符合音檔中該動物在自然棲息地中典型的移動方式？(a) 飛行 (b) 行走 (c) 游泳 (d) 蠕動,(b) 行走
dog46.wav,dog,請從下列選項中，選出最有可能發出這段音訊的動物：(a) 青蛙 (b) 狗 (c) 羊 (d) 豬,(b) 狗,根據提供的聲音，哪一項最有可能是發出此聲音動物的身體特徵？請考慮其自然行為與外觀，並從下列選項中選出一項：(a) 爪子 (b) 角 (c) 蹄 (d) 觸手,(a) 爪子
dog38.wav,dog,根據選項，你認為你聽到的聲音與哪一種動物有關？(a) 狗 (b) 豬 (c) 烏鴉 (d) 牛,(a) 狗,根據該音頻錄音，以下哪一個行為最有可能與錄音中的動物常見的行為相符？(a) 在樹枝間跳躍 (b) 拍動翅膀 (c) 搖尾巴 (d) 躲藏在殼裡,(c) 搖尾巴
dog53.wav,dog,根據音檔，從提供的動物選項中，你認為哪一種動物是該聲音的來源？(a) 牛 (b) 烏鴉 (c) 綿羊 (d) 狗,(d) 狗,根據錄音內容及該動物的自然需求，下列哪一項最能為其健康提供適當照顧與支持？(a) 捕蟲器 (b) 水族箱過濾器 (c) 鳥籠 (d) 牽繩,(d) 牽繩
dog23.wav,dog,你能從提供的選項中選出與這個聲音相符合的動物嗎？(a) 青蛙 (b) 母雞 (c) 狗 (d) 豬,(c) 狗,根據這個聲音作為線索，根據你所知道的，你會將下列哪一個外表特徵最強烈地聯想到發出這個聲音的動物？(a) 角 (b) 鱗片 (c) 羽毛 (d) 爪子,(d) 爪子
dog45.wav,dog,在提供的選項中，您認為在音訊錄音中捕捉到的聲音是由哪一種動物發出的？(a) 狗 (b) 公雞 (c) 青蛙 (d) 綿羊,(a) 狗,根據提供的聲音，以下哪一種飲食類型最有可能符合該動物的進食習性？(a) 草食性 (b) 肉食性 (c) 雜食性 (d) 食蟲性,(c) 雜食性
dog0.wav,dog,根據你聽到的聲音特徵與音調，從下列動物中，你認為哪一種最有可能是音檔中聲音的來源？(a) 貓 (b) 狗 (c) 青蛙 (d) 母雞,(b) 狗,根據音檔中動物的聲音，以及考慮到這類動物通常需要的物品或工具，下列哪一項最符合照顧這種動物時常用的物品？(a) 牽繩 (b) 捕蟲器 (c) 鳥籠 (d) 水族箱過濾器,(a) 牽繩
dog64.wav,dog,根據你所聽到的音檔和下列選項，綜合你能辨認出來的聲音特徵與品質，你認為這個聲音最有可能是哪一種動物發出的？(a) 青蛙 (b) 烏鴉 (c) 母雞 (d) 狗,(d) 狗,根據所提供的聲音以及與這類動物相關的生物特徵，你認為下列哪一種移動方式最能準確代表牠在環境中的行走模式？(a) 游泳 (b) 行走 (c) 蠕動 (d) 飛行,(b) 行走
cat31.wav,cat,在下列所列動物中，根據其聽覺特徵，你能找到最接近所提供音頻錄音聲音的動物嗎？(a) 公雞 (b) 狗 (c) 母雞 (d) 貓,(d) 貓,根據所提供的錄音，以及回想錄音中動物所發出的聲音特徵，你認為下列哪一種叫聲最相似？(a) 啾啾叫 (b) 呱呱叫 (c) 喵喵叫 (d) 哞哞叫,(c) 喵喵叫
cat14.wav,cat,根據你所聽到的音訊檔案以及提供的選項，你認為哪一種動物最有可能發出這個聲音？（a）貓（b）狗（c）豬（d）母雞,（a）貓,在聆聽音訊中的動物聲音，並考慮到這些動物的常見行為後，下列哪一個行為最能代表它自然或最典型的表現方式？（a）在樹間飛行（b）發出呼嚕聲（c）躲在殼中（d）在開放水域游泳,（b）發出呼嚕聲
cat8.wav,cat,在以下選項中，您認為錄音中發出聲音的動物是什麼？(a) 青蛙 (b) 貓 (c) 狗 (d) 公雞,(b) 貓,根據所提供的錄音，以及思考發出類似聲音動物的典型繁殖策略，以下哪一項最能描述該動物產生後代的方法？(a) 有袋類繁殖 (b) 卵生 (c) 無性生殖 (d) 胎生,(d) 胎生
cat66.wav,cat,"請辨認此音訊片段中最有可能發出聲音的動物，並從選項中選出最有可能的答案。
(a) 牛 (b) 羊 (c) 貓 (d) 母雞",(c) 貓,"以下哪一個選項最能代表該動物主要的移動方式？
(a) 行走 (b) 蠕動 (c) 飛行 (d) 游泳",(a) 行走
cat13.wav,cat,根據選項，你認為你聽到的聲音是和哪種動物有關？(a) 母雞 (b) 青蛙 (c) 貓 (d) 豬,(c) 貓,在音檔中的動物，哪一個身體特徵最適合描述牠？(a) 羽毛 (b) 蹼狀腳 (c) 爪子 (d) 貝殼,(c) 爪子
cat15.wav,cat,從音訊檔中，請問您辨識這個聲音來源屬於下列哪一種動物？(a) 母雞 (b) 青蛙 (c) 公雞 (d) 貓,(d) 貓,根據音訊中的動物聲音，以下哪一種食性最符合牠主要的飲食型態？(a) 食蟲性 (b) 食肉性 (c) 食草性 (d) 雜食性,(b) 食肉性
cat4.wav,cat,你能從提供的選項中選出與聲音相符的動物嗎？(a) frog (b) cat (c) sheep (d) rooster,(b) cat,根據錄音中的聲音，以下哪一種叫聲最接近錄音中該動物發出的聲音？(a) 喵喵叫 (b) 呱呱叫 (c) 啾啾叫 (d) 哞哞叫,(a) 喵喵叫
cat63.wav,cat,在以下選項中，你認為哪一種動物是錄音檔裡聲音的來源？(a) 貓 (b) 豬 (c) 綿羊 (d) 牛,(a) 貓,根據音檔裡的動物，從下列列表中，牠最典型的行為是什麼？(a) 拍動翅膀 (b) 躲在殼裡 (c) 在開放水域游泳 (d) 呼嚕呼嚕叫,(d) 呼嚕呼嚕叫
cat24.wav,cat,從以下動物列表中，根據你聽到的聲音特徵與音調，你認為錄音檔中最有可能發出這種聲音的動物是？(a) 貓 (b) 公雞 (c) 牛 (d) 青蛙,(a) 貓,根據聲音判斷，下列哪一種生殖方式最能描述音檔中該動物的生產或繁殖方式？(a) 無性生殖 (b) 胎生 (c) 卵生 (d) 有袋類生殖,(b) 胎生
cat25.wav,cat,請根據你所聽到的音檔內容，再結合所提供的選項，判斷哪一種動物最有可能是該聲音的來源？請根據你能辨識的所有特徵與特性作答。(a) 烏鴉 (b) 狗 (c) 貓 (d) 母雞,(c) 貓,根據錄音中動物的聲音，下面哪一項最常被用來照顧這種動物？(a) 貓砂盆 (b) 捕蟲器 (c) 水族箱過濾器 (d) 鳥籠,(a) 貓砂盆
